	name	male
10899	艾里甫·塔西布拉克	1
10900	艾尼·塔西布拉克	1
10901	卡德尔·塔西布拉克	1
10902	卡热·塔西布拉克	1
10903	喀斯木·塔西布拉克	1
10904	喀伍力·塔西布拉克	1
10905	阔其喀尔·塔西布拉克	1
10906	库尔班·塔西布拉克	1
10907	哈热买提·塔西布拉克	1
10908	佧马力·塔西布拉克	1
10909	佧米力·塔西布拉克	1
10910	坎吉·塔西布拉克	1
10911	克热木·塔西布拉克	1
10912	麦吉侬·塔西布拉克	1
10913	麦合苏提·塔西布拉克	1
10914	麦合木提·塔西布拉克	1
10915	麦苏木·塔西布拉克	1
10916	买买提·塔西布拉克	1
10917	穆太力普·塔西布拉克	1
10918	穆合塔尔·塔西布拉克	1
10919	穆再排尔·塔西布拉克	1
10920	穆萨·塔西布拉克	1
10921	努尔扎提·塔西布拉克	1
10922	莫明·塔西布拉克	1
10923	南比·塔西布拉克	1
10924	努斯热提·塔西布拉克	1
10925	尼加提·塔西布拉克	1
10926	尼扎木·塔西布拉克	1
10927	阿西木·塔西布拉克	1
10928	哈克木·塔西布拉克	1
10929	艾山·塔西布拉克	1
10930	吾守尔·塔西布拉克	1
10931	赫克木·塔西布拉克	1
10932	赫克买提·塔西布拉克	1
10933	奥斯曼·塔西布拉克	1
10934	乌图克·塔西布拉克	1
10935	乌齐坤·塔西布拉克	1
10936	约麦尔·塔西布拉克	1
10937	吾尔开希·塔西布拉克	1
10938	瓦力斯·塔西布拉克	1
10939	维力·塔西布拉克	1
10940	艾则孜·塔西布拉克	1
10941	艾依克·塔西布拉克	1
10942	伊斯拉木·塔西布拉克	1
10943	伊斯拉哈提·塔西布拉克	1
10944	伊善·塔西布拉克	1
10945	依干拜尔迪·塔西布拉克	1
10946	伊里哈木·塔西布拉克	1
10947	伊马木·塔西布拉克	1
10948	伊敏·塔西布拉克	1
10949	伊纳耶提·塔西布拉克	1
10950	雅库甫·塔西布拉克	1
10951	亚力坤·塔西布拉克	1
10952	堯樂博斯·塔西布拉克	1
10953	玉素甫·塔西布拉克	1
10954	阿不都·塔西布拉克	1
10955	阿洪·塔西布拉克	1
10956	安拉·塔西布拉克	1
10957	巴依·塔西布拉克	1
10958	塔依·塔西布拉克	1
10959	江·塔西布拉克	1
10960	丁·塔西布拉克	1
10961	卡日·塔西布拉克	1
10962	毛拉·塔西布拉克	1
10963	尼亚孜·塔西布拉克	1
10964	阿吉·塔西布拉克	1
10965	阿布都热依木·塔西布拉克	1
10966	阿卜力孜·塔西布拉克	1
10967	阿迪里·塔西布拉克	1
10968	阿力玛斯·塔西布拉克	1
10969	阿力木·塔西布拉克	1
10970	艾合太木·塔西布拉克	1
10971	艾合麦提·塔西布拉克	1
10972	艾尔西丁·塔西布拉克	1
10973	艾孜麦提·塔西布拉克	1
10974	艾科拜尔·塔西布拉克	1
10975	艾勒坎木·塔西布拉克	1
10976	艾麦提·塔西布拉克	1
10977	安外尔·塔西布拉克	1
10978	艾萨·塔西布拉克	1
10979	巴土尔·塔西布拉克	1
10980	布尔汉·塔西布拉克	1
10981	帕则力·塔西布拉克	1
10982	塔力甫·塔西布拉克	1
10983	吐尔迪·塔西布拉克	1
10984	图尔荪·塔西布拉克	1
10985	图尔干·塔西布拉克	1
10986	图尔贡·塔西布拉克	1
10987	加马力·塔西布拉克	1
10988	居尔艾提·塔西布拉克	1
10989	居玛·塔西布拉克	1
10990	吉利力·塔西布拉克	1
10991	哈里克·塔西布拉克	1
10992	达尼什·塔西布拉克	1
10993	热杰普·塔西布拉克	1
10994	肉孜·塔西布拉克	1
10995	肉索力·塔西布拉克	1
10996	萨比提·塔西布拉克	1
10997	萨比尔·塔西布拉克	1
10998	司的克·塔西布拉克	1
10999	斯拉木·塔西布拉克	1
11000	萨吾提·塔西布拉克	1
11001	萨依提·塔西布拉克	1
11002	苏力坦·塔西布拉克	1
11003	赛依提·塔西布拉克	1
11004	赛皮丁·塔西布拉克	1
11005	谢热甫·塔西布拉克	1
11006	鲜拜·塔西布拉克	1
11007	肖开特·塔西布拉克	1
11008	雪合拉提·塔西布拉克	1
11009	秀库尔·塔西布拉克	1
11010	西热甫·塔西布拉克	1
11011	喀迪尔·塔西布拉克	1
11012	哈尔·塔西布拉克	1
11013	哈斯木·塔西布拉克	1
11014	哈米力·塔西布拉克	1
11015	柯日木·塔西布拉克	1
11016	麦麦提·塔西布拉克	1
11017	穆台力甫·塔西布拉克	1
11018	莫敏·塔西布拉克	1
11019	乃比·塔西布拉克	1
11020	哈基姆·塔西布拉克	1
11021	艾散·塔西布拉克	1
11022	吾吐克·塔西布拉克	1
11023	吾尔凯西·塔西布拉克	1
11024	瓦热斯·塔西布拉克	1
11025	伊禅·塔西布拉克	1
11026	伊盖木拜尔迪·塔西布拉克	1
11027	伊力哈木·塔西布拉克	1
11028	亚库甫·塔西布拉克	1
11029	亚里坤·塔西布拉克	1
11030	尧勒巴斯·塔西布拉克	1
11031	阿布都·塔西布拉克	1
11032	喀日·塔西布拉克	1
11033	尼牙孜·塔西布拉克	1
11034	哈吉·塔西布拉克	1
11035	阿地力·塔西布拉克	1
11036	艾合旦木·塔西布拉克	1
11037	艾克巴尔·塔西布拉克	1
11038	塔里甫·塔西布拉克	1
11039	图尔迪·塔西布拉克	1
11040	吐尔孙·塔西布拉克	1
11041	图尔洪·塔西布拉克	1
11042	玉孜·塔西布拉克	1
11043	哈迪尔·塔西布拉克	1
11044	麦买提·塔西布拉克	1
11045	吴尔凯西·塔西布拉克	1
11046	額敏·塔西布拉克	1
11047	亚库普·塔西布拉克	1
11048	牙力昆·塔西布拉克	1
11049	阿卜杜·塔西布拉克	1
11050	图尔逊·塔西布拉克	1
11051	吐尔贡·塔西布拉克	1
11052	阿达来提·塔西布拉克	1
11053	夏哈普·塔西布拉克	1
11054	阿尔祖·塔西布拉克	1
11055	阿丽同·塔西布拉克	0
11056	阿米娜·塔西布拉克	0
11057	阿娜尔·塔西布拉克	0
11058	阿依帕夏·塔西布拉克	0
11059	阿依夏木·塔西布拉克	0
11060	阿依努尔·塔西布拉克	0
11061	艾拉·塔西布拉克	0
11062	巴哈尔·塔西布拉克	0
11063	拜合蒂·塔西布拉克	0
11064	布里布里·塔西布拉克	0
11065	塔吉古丽·塔西布拉克	0
11066	提拉·塔西布拉克	0
11067	吉乃斯太·塔西布拉克	0
11068	乔丽潘·塔西布拉克	0
11069	齐曼古丽·塔西布拉克	0
11070	哈斯也提·塔西布拉克	0
11071	罕扎代·塔西布拉克	0
11072	哈古丽·塔西布拉克	0
11073	海力且木·塔西布拉克	0
11074	迪丽拜尔·塔西布拉克	0
11075	迪丽达尔·塔西布拉克	0
11076	迪丽热巴·塔西布拉克	0
11077	热娜·塔西布拉克	0
11078	热依罕·塔西布拉克	0
11079	茹仙·塔西布拉克	0
11080	热孜宛·塔西布拉克	0
11081	再乃甫·塔西布拉克	0
11082	祖木热提·塔西布拉克	0
11083	佐合热·塔西布拉克	0
11084	孜巴·塔西布拉克	0
11085	萨阿代提·塔西布拉克	0
11086	萨巴海提·塔西布拉克	0
11087	沙拉买提·塔西布拉克	0
11088	赛乃姆·塔西布拉克	0
11089	赛娜瓦尔·塔西布拉克	0
11090	夏热拜提·塔西布拉克	0
11091	希仁·塔西布拉克	0
11092	凯赛尔·塔西布拉克	0
11093	坎曼尔·塔西布拉克	0
11094	古海尔·塔西布拉克	0
11095	古再丽·塔西布拉克	0
11096	古丽扎尔·塔西布拉克	0
11097	古丽罕·塔西布拉克	0
11098	古丽苏如合·塔西布拉克	0
11099	古丽仙·塔西布拉克	0
11100	古丽娜尔·塔西布拉克	0
11101	古丽斯坦·塔西布拉克	0
11102	麦尔哈巴·塔西布拉克	0
11103	麦丽开·塔西布拉克	0
11104	麦合布拜·塔西布拉克	0
11105	穆巴热克·塔西布拉克	0
11106	穆坎妲斯·塔西布拉克	0
11107	娜扎开提·塔西布拉克	0
11108	尼格尔·塔西布拉克	0
11109	尼鲁帕尔·塔西布拉克	0
11110	尼叶蒂·塔西布拉克	0
11111	赫木热·塔西布拉克	0
11112	约日耶提·塔西布拉克	0
11113	伊巴代提·塔西布拉克	0
11114	伊排提·塔西布拉克	0
11115	尤丽吐孜·塔西布拉克	0
11116	阿依·塔西布拉克	0
11117	布维·塔西布拉克	0
11118	汗·塔西布拉克	0
11119	克孜·塔西布拉克	0
11120	古丽·塔西布拉克	0
11121	姆·塔西布拉克	0
11122	努尔·塔西布拉克	0
11123	妮萨·塔西布拉克	0
11124	阿达莱提·塔西布拉克	0
11125	阿丽屯·塔西布拉克	0
11126	阿依夏姆·塔西布拉克	0
11127	布力布力·塔西布拉克	0
11128	乔力潘·塔西布拉克	0
11129	奇曼古丽·塔西布拉克	0
11130	哈斯叶提·塔西布拉克	0
11131	罕古丽·塔西布拉克	0
11132	海丽且木·塔西布拉克	0
11133	迪里拜尔·塔西布拉克	0
11134	冉娜·塔西布拉克	0
11135	热依汉·塔西布拉克	0
11136	热孜婉·塔西布拉克	0
11137	再乃普·塔西布拉克	0
11138	祖姆热提·塔西布拉克	0
11139	祖合热·塔西布拉克	0
11140	沙巴海提·塔西布拉克	0
11141	萨拉买提·塔西布拉克	0
11142	赛乃木·塔西布拉克	0
11143	西仁·塔西布拉克	0
11144	开萨尔·塔西布拉克	0
11145	果海尔·塔西布拉克	0
11146	古赞丽·塔西布拉克	0
11147	古丽扎热·塔西布拉克	0
11148	古丽苏茹合·塔西布拉克	0
11149	古丽鲜·塔西布拉克	0
11150	穆巴热科·塔西布拉克	0
11151	妮尕尔·塔西布拉克	0
11152	尼露拜尔·塔西布拉克	0
11153	玉丽吐孜·塔西布拉克	0
11154	布威·塔西布拉克	0
11155	罕·塔西布拉克	0
11156	柯孜·塔西布拉克	0
11157	木·塔西布拉克	0
11158	尼萨·塔西布拉克	0
11159	阿依谢姆·塔西布拉克	0
11160	乔丽番·塔西布拉克	0
11161	哈斯耶提·塔西布拉克	0
11162	海丽且姆·塔西布拉克	0
11163	萨拉麦提·塔西布拉克	0
11164	希林·塔西布拉克	0
11165	布韦·塔西布拉克	0
11166	柯则·塔西布拉克	0
11167	尼莎·塔西布拉克	0
11168	阿巴拜科日·塔力普	1
11169	阿不都热依木·塔力普	1
11170	阿不力孜·塔力普	1
11171	阿迪力·塔力普	1
11172	阿尔斯兰·塔力普	1
11173	阿扎提·塔力普	1
11174	阿勒玛斯·塔力普	1
11175	阿里木·塔力普	1
11176	阿曼·塔力普	1
11177	艾海提·塔力普	1
11178	艾合坦木·塔力普	1
11179	艾合买提·塔力普	1
11180	艾尔希鼎·塔力普	1
11181	艾尔肯·塔力普	1
11182	艾孜买提·塔力普	1
11183	艾克拜尔·塔力普	1
11184	艾力凯木·塔力普	1
11185	艾力·塔力普	1
11186	艾买提·塔力普	1
11187	艾尼瓦尔·塔力普	1
11188	艾沙·塔力普	1
11189	依明·塔力普	1
11190	巴图尔·塔力普	1
11191	巴拉提·塔力普	1
11192	巴克·塔力普	1
11193	拜合提亚尔·塔力普	1
11194	布尔斯兰·塔力普	1
11195	包尔汉·塔力普	1
11196	帕孜力·塔力普	1
11197	普拉提·塔力普	1
11198	皮达·塔力普	1
11199	塔西布拉克·塔力普	1
11200	托合提·塔力普	1
11201	坦吾皮克·塔力普	1
11202	吐尔地·塔力普	1
11203	吐尔逊·塔力普	1
11204	吐尔干·塔力普	1
11205	吐尔洪·塔力普	1
11206	铁木尔·塔力普	1
11207	提力瓦力迪·塔力普	1
11208	贾马力·塔力普	1
11209	健索尔·塔力普	1
11210	居热提·塔力普	1
11211	居麦·塔力普	1
11212	杰力力·塔力普	1
11213	哈力克·塔力普	1
11214	达尼西·塔力普	1
11215	达瓦买提·塔力普	1
11216	达伍提·塔力普	1
11217	迪亚尔·塔力普	1
11218	热合曼·塔力普	1
11219	热扎克·塔力普	1
11220	热介甫·塔力普	1
11221	热克甫·塔力普	1
11222	热赫木·塔力普	1
11223	如孜·塔力普	1
11224	如苏力·塔力普	1
11225	扎伊提·塔力普	1
11226	孜亚·塔力普	1
11227	沙比提·塔力普	1
11228	沙比尔·塔力普	1
11229	萨迪克·塔力普	1
11230	萨拉木·塔力普	1
11231	沙吾提·塔力普	1
11232	沙依提·塔力普	1
11233	赛排尔·塔力普	1
11234	赛尔旦·塔力普	1
11235	苏皮·塔力普	1
11236	苏里唐·塔力普	1
11237	色提瓦力迪·塔力普	1
11238	色依提·塔力普	1
11239	赛福鼎·塔力普	1
11240	谢力甫·塔力普	1
11241	谢木斯·塔力普	1
11242	仙拜·塔力普	1
11243	肖开提·塔力普	1
11244	雪合来提·塔力普	1
11245	许库尔·塔力普	1
11246	西力甫·塔力普	1
11247	哈孜·塔力普	1
11248	艾里甫·塔力普	1
11249	艾尼·塔力普	1
11250	卡德尔·塔力普	1
11251	卡热·塔力普	1
11252	喀斯木·塔力普	1
11253	喀伍力·塔力普	1
11254	阔其喀尔·塔力普	1
11255	库尔班·塔力普	1
11256	哈热买提·塔力普	1
11257	佧马力·塔力普	1
11258	佧米力·塔力普	1
11259	坎吉·塔力普	1
11260	克热木·塔力普	1
11261	麦吉侬·塔力普	1
11262	麦合苏提·塔力普	1
11263	麦合木提·塔力普	1
11264	麦苏木·塔力普	1
11265	买买提·塔力普	1
11266	穆太力普·塔力普	1
11267	穆合塔尔·塔力普	1
11268	穆再排尔·塔力普	1
11269	穆萨·塔力普	1
11270	努尔扎提·塔力普	1
11271	莫明·塔力普	1
11272	南比·塔力普	1
11273	努斯热提·塔力普	1
11274	尼加提·塔力普	1
11275	尼扎木·塔力普	1
11276	阿西木·塔力普	1
11277	哈克木·塔力普	1
11278	艾山·塔力普	1
11279	吾守尔·塔力普	1
11280	赫克木·塔力普	1
11281	赫克买提·塔力普	1
11282	奥斯曼·塔力普	1
11283	乌图克·塔力普	1
11284	乌齐坤·塔力普	1
11285	约麦尔·塔力普	1
11286	吾尔开希·塔力普	1
11287	瓦力斯·塔力普	1
11288	维力·塔力普	1
11289	艾则孜·塔力普	1
11290	艾依克·塔力普	1
11291	伊斯拉木·塔力普	1
11292	伊斯拉哈提·塔力普	1
11293	伊善·塔力普	1
11294	依干拜尔迪·塔力普	1
11295	伊里哈木·塔力普	1
11296	伊马木·塔力普	1
11297	伊敏·塔力普	1
11298	伊纳耶提·塔力普	1
11299	雅库甫·塔力普	1
11300	亚力坤·塔力普	1
11301	堯樂博斯·塔力普	1
11302	玉素甫·塔力普	1
11303	阿不都·塔力普	1
11304	阿洪·塔力普	1
11305	安拉·塔力普	1
11306	巴依·塔力普	1
11307	塔依·塔力普	1
11308	江·塔力普	1
11309	丁·塔力普	1
11310	卡日·塔力普	1
11311	毛拉·塔力普	1
11312	尼亚孜·塔力普	1
11313	阿吉·塔力普	1
11314	阿布都热依木·塔力普	1
11315	阿卜力孜·塔力普	1
11316	阿迪里·塔力普	1
11317	阿力玛斯·塔力普	1
11318	阿力木·塔力普	1
11319	艾合太木·塔力普	1
11320	艾合麦提·塔力普	1
11321	艾尔西丁·塔力普	1
11322	艾孜麦提·塔力普	1
11323	艾科拜尔·塔力普	1
11324	艾勒坎木·塔力普	1
11325	艾麦提·塔力普	1
11326	安外尔·塔力普	1
11327	艾萨·塔力普	1
11328	巴土尔·塔力普	1
11329	布尔汉·塔力普	1
11330	帕则力·塔力普	1
11331	塔力甫·塔力普	1
11332	吐尔迪·塔力普	1
11333	图尔荪·塔力普	1
11334	图尔干·塔力普	1
11335	图尔贡·塔力普	1
11336	加马力·塔力普	1
11337	居尔艾提·塔力普	1
11338	居玛·塔力普	1
11339	吉利力·塔力普	1
11340	哈里克·塔力普	1
11341	达尼什·塔力普	1
11342	热杰普·塔力普	1
11343	肉孜·塔力普	1
11344	肉索力·塔力普	1
11345	萨比提·塔力普	1
11346	萨比尔·塔力普	1
11347	司的克·塔力普	1
11348	斯拉木·塔力普	1
11349	萨吾提·塔力普	1
11350	萨依提·塔力普	1
11351	苏力坦·塔力普	1
11352	赛依提·塔力普	1
11353	赛皮丁·塔力普	1
11354	谢热甫·塔力普	1
11355	鲜拜·塔力普	1
11356	肖开特·塔力普	1
11357	雪合拉提·塔力普	1
11358	秀库尔·塔力普	1
11359	西热甫·塔力普	1
11360	喀迪尔·塔力普	1
11361	哈尔·塔力普	1
11362	哈斯木·塔力普	1
11363	哈米力·塔力普	1
11364	柯日木·塔力普	1
11365	麦麦提·塔力普	1
11366	穆台力甫·塔力普	1
11367	莫敏·塔力普	1
11368	乃比·塔力普	1
11369	哈基姆·塔力普	1
11370	艾散·塔力普	1
11371	吾吐克·塔力普	1
11372	吾尔凯西·塔力普	1
11373	瓦热斯·塔力普	1
11374	伊禅·塔力普	1
11375	伊盖木拜尔迪·塔力普	1
11376	伊力哈木·塔力普	1
11377	亚库甫·塔力普	1
11378	亚里坤·塔力普	1
11379	尧勒巴斯·塔力普	1
11380	阿布都·塔力普	1
11381	喀日·塔力普	1
11382	尼牙孜·塔力普	1
11383	哈吉·塔力普	1
11384	阿地力·塔力普	1
11385	艾合旦木·塔力普	1
11386	艾克巴尔·塔力普	1
11387	塔里甫·塔力普	1
11388	图尔迪·塔力普	1
11389	吐尔孙·塔力普	1
11390	图尔洪·塔力普	1
11391	玉孜·塔力普	1
11392	哈迪尔·塔力普	1
11393	麦买提·塔力普	1
11394	吴尔凯西·塔力普	1
11395	額敏·塔力普	1
11396	亚库普·塔力普	1
11397	牙力昆·塔力普	1
11398	阿卜杜·塔力普	1
11399	图尔逊·塔力普	1
11400	吐尔贡·塔力普	1
11401	阿达来提·塔力普	1
11402	夏哈普·塔力普	1
11403	阿尔祖·塔力普	1
11404	阿丽同·塔力普	0
11405	阿米娜·塔力普	0
11406	阿娜尔·塔力普	0
11407	阿依帕夏·塔力普	0
11408	阿依夏木·塔力普	0
11409	阿依努尔·塔力普	0
11410	艾拉·塔力普	0
11411	巴哈尔·塔力普	0
11412	拜合蒂·塔力普	0
11413	布里布里·塔力普	0
11414	塔吉古丽·塔力普	0
11415	提拉·塔力普	0
11416	吉乃斯太·塔力普	0
11417	乔丽潘·塔力普	0
11418	齐曼古丽·塔力普	0
11419	哈斯也提·塔力普	0
11420	罕扎代·塔力普	0
11421	哈古丽·塔力普	0
11422	海力且木·塔力普	0
11423	迪丽拜尔·塔力普	0
11424	迪丽达尔·塔力普	0
11425	迪丽热巴·塔力普	0
11426	热娜·塔力普	0
11427	热依罕·塔力普	0
11428	茹仙·塔力普	0
11429	热孜宛·塔力普	0
11430	再乃甫·塔力普	0
11431	祖木热提·塔力普	0
11432	佐合热·塔力普	0
11433	孜巴·塔力普	0
11434	萨阿代提·塔力普	0
11435	萨巴海提·塔力普	0
11436	沙拉买提·塔力普	0
11437	赛乃姆·塔力普	0
11438	赛娜瓦尔·塔力普	0
11439	夏热拜提·塔力普	0
11440	希仁·塔力普	0
11441	凯赛尔·塔力普	0
11442	坎曼尔·塔力普	0
11443	古海尔·塔力普	0
11444	古再丽·塔力普	0
11445	古丽扎尔·塔力普	0
11446	古丽罕·塔力普	0
11447	古丽苏如合·塔力普	0
11448	古丽仙·塔力普	0
11449	古丽娜尔·塔力普	0
11450	古丽斯坦·塔力普	0
11451	麦尔哈巴·塔力普	0
11452	麦丽开·塔力普	0
11453	麦合布拜·塔力普	0
11454	穆巴热克·塔力普	0
11455	穆坎妲斯·塔力普	0
11456	娜扎开提·塔力普	0
11457	尼格尔·塔力普	0
11458	尼鲁帕尔·塔力普	0
11459	尼叶蒂·塔力普	0
11460	赫木热·塔力普	0
11461	约日耶提·塔力普	0
11462	伊巴代提·塔力普	0
11463	伊排提·塔力普	0
11464	尤丽吐孜·塔力普	0
11465	阿依·塔力普	0
11466	布维·塔力普	0
11467	汗·塔力普	0
11468	克孜·塔力普	0
11469	古丽·塔力普	0
11470	姆·塔力普	0
11471	努尔·塔力普	0
11472	妮萨·塔力普	0
11473	阿达莱提·塔力普	0
11474	阿丽屯·塔力普	0
11475	阿依夏姆·塔力普	0
11476	布力布力·塔力普	0
11477	乔力潘·塔力普	0
11478	奇曼古丽·塔力普	0
11479	哈斯叶提·塔力普	0
11480	罕古丽·塔力普	0
11481	海丽且木·塔力普	0
11482	迪里拜尔·塔力普	0
11483	冉娜·塔力普	0
11484	热依汉·塔力普	0
11485	热孜婉·塔力普	0
11486	再乃普·塔力普	0
11487	祖姆热提·塔力普	0
11488	祖合热·塔力普	0
11489	沙巴海提·塔力普	0
11490	萨拉买提·塔力普	0
11491	赛乃木·塔力普	0
11492	西仁·塔力普	0
11493	开萨尔·塔力普	0
11494	果海尔·塔力普	0
11495	古赞丽·塔力普	0
11496	古丽扎热·塔力普	0
11497	古丽苏茹合·塔力普	0
11498	古丽鲜·塔力普	0
11499	穆巴热科·塔力普	0
11500	妮尕尔·塔力普	0
11501	尼露拜尔·塔力普	0
11502	玉丽吐孜·塔力普	0
11503	布威·塔力普	0
11504	罕·塔力普	0
11505	柯孜·塔力普	0
11506	木·塔力普	0
11507	尼萨·塔力普	0
11508	阿依谢姆·塔力普	0
11509	乔丽番·塔力普	0
11510	哈斯耶提·塔力普	0
11511	海丽且姆·塔力普	0
11512	萨拉麦提·塔力普	0
11513	希林·塔力普	0
11514	布韦·塔力普	0
11515	柯则·塔力普	0
11516	尼莎·塔力普	0
11517	阿巴拜科日·托合提	1
11518	阿不都热依木·托合提	1
11519	阿不力孜·托合提	1
11520	阿迪力·托合提	1
11521	阿尔斯兰·托合提	1
11522	阿扎提·托合提	1
11523	阿勒玛斯·托合提	1
11524	阿里木·托合提	1
11525	阿曼·托合提	1
11526	艾海提·托合提	1
11527	艾合坦木·托合提	1
11528	艾合买提·托合提	1
11529	艾尔希鼎·托合提	1
11530	艾尔肯·托合提	1
11531	艾孜买提·托合提	1
11532	艾克拜尔·托合提	1
11533	艾力凯木·托合提	1
11534	艾力·托合提	1
11535	艾买提·托合提	1
11536	艾尼瓦尔·托合提	1
11537	艾沙·托合提	1
11538	依明·托合提	1
11539	巴图尔·托合提	1
11540	巴拉提·托合提	1
11541	巴克·托合提	1
11542	拜合提亚尔·托合提	1
11543	布尔斯兰·托合提	1
11544	包尔汉·托合提	1
11545	帕孜力·托合提	1
11546	普拉提·托合提	1
11547	皮达·托合提	1
11548	塔西布拉克·托合提	1
11549	塔力普·托合提	1
11550	坦吾皮克·托合提	1
11551	吐尔地·托合提	1
11552	吐尔逊·托合提	1
11553	吐尔干·托合提	1
11554	吐尔洪·托合提	1
11555	铁木尔·托合提	1
11556	提力瓦力迪·托合提	1
11557	贾马力·托合提	1
11558	健索尔·托合提	1
11559	居热提·托合提	1
11560	居麦·托合提	1
11561	杰力力·托合提	1
11562	哈力克·托合提	1
11563	达尼西·托合提	1
11564	达瓦买提·托合提	1
11565	达伍提·托合提	1
11566	迪亚尔·托合提	1
11567	热合曼·托合提	1
11568	热扎克·托合提	1
11569	热介甫·托合提	1
11570	热克甫·托合提	1
11571	热赫木·托合提	1
11572	如孜·托合提	1
11573	如苏力·托合提	1
11574	扎伊提·托合提	1
11575	孜亚·托合提	1
11576	沙比提·托合提	1
11577	沙比尔·托合提	1
11578	萨迪克·托合提	1
11579	萨拉木·托合提	1
11580	沙吾提·托合提	1
11581	沙依提·托合提	1
11582	赛排尔·托合提	1
11583	赛尔旦·托合提	1
11584	苏皮·托合提	1
11585	苏里唐·托合提	1
11586	色提瓦力迪·托合提	1
11587	色依提·托合提	1
11588	赛福鼎·托合提	1
11589	谢力甫·托合提	1
11590	谢木斯·托合提	1
11591	仙拜·托合提	1
11592	肖开提·托合提	1
11593	雪合来提·托合提	1
11594	许库尔·托合提	1
11595	西力甫·托合提	1
11596	哈孜·托合提	1
11597	艾里甫·托合提	1
11598	艾尼·托合提	1
11599	卡德尔·托合提	1
11600	卡热·托合提	1
11601	喀斯木·托合提	1
11602	喀伍力·托合提	1
11603	阔其喀尔·托合提	1
11604	库尔班·托合提	1
11605	哈热买提·托合提	1
11606	佧马力·托合提	1
11607	佧米力·托合提	1
11608	坎吉·托合提	1
11609	克热木·托合提	1
11610	麦吉侬·托合提	1
11611	麦合苏提·托合提	1
11612	麦合木提·托合提	1
11613	麦苏木·托合提	1
11614	买买提·托合提	1
11615	穆太力普·托合提	1
11616	穆合塔尔·托合提	1
11617	穆再排尔·托合提	1
11618	穆萨·托合提	1
11619	努尔扎提·托合提	1
11620	莫明·托合提	1
11621	南比·托合提	1
11622	努斯热提·托合提	1
11623	尼加提·托合提	1
11624	尼扎木·托合提	1
11625	阿西木·托合提	1
11626	哈克木·托合提	1
11627	艾山·托合提	1
11628	吾守尔·托合提	1
11629	赫克木·托合提	1
11630	赫克买提·托合提	1
11631	奥斯曼·托合提	1
11632	乌图克·托合提	1
11633	乌齐坤·托合提	1
11634	约麦尔·托合提	1
11635	吾尔开希·托合提	1
11636	瓦力斯·托合提	1
11637	维力·托合提	1
11638	艾则孜·托合提	1
11639	艾依克·托合提	1
11640	伊斯拉木·托合提	1
11641	伊斯拉哈提·托合提	1
11642	伊善·托合提	1
11643	依干拜尔迪·托合提	1
11644	伊里哈木·托合提	1
11645	伊马木·托合提	1
11646	伊敏·托合提	1
11647	伊纳耶提·托合提	1
11648	雅库甫·托合提	1
11649	亚力坤·托合提	1
11650	堯樂博斯·托合提	1
11651	玉素甫·托合提	1
11652	阿不都·托合提	1
11653	阿洪·托合提	1
11654	安拉·托合提	1
11655	巴依·托合提	1
11656	塔依·托合提	1
11657	江·托合提	1
11658	丁·托合提	1
11659	卡日·托合提	1
11660	毛拉·托合提	1
11661	尼亚孜·托合提	1
11662	阿吉·托合提	1
11663	阿布都热依木·托合提	1
11664	阿卜力孜·托合提	1
11665	阿迪里·托合提	1
11666	阿力玛斯·托合提	1
11667	阿力木·托合提	1
11668	艾合太木·托合提	1
11669	艾合麦提·托合提	1
11670	艾尔西丁·托合提	1
11671	艾孜麦提·托合提	1
11672	艾科拜尔·托合提	1
11673	艾勒坎木·托合提	1
11674	艾麦提·托合提	1
11675	安外尔·托合提	1
11676	艾萨·托合提	1
11677	巴土尔·托合提	1
11678	布尔汉·托合提	1
11679	帕则力·托合提	1
11680	塔力甫·托合提	1
11681	吐尔迪·托合提	1
11682	图尔荪·托合提	1
11683	图尔干·托合提	1
11684	图尔贡·托合提	1
11685	加马力·托合提	1
11686	居尔艾提·托合提	1
11687	居玛·托合提	1
11688	吉利力·托合提	1
11689	哈里克·托合提	1
11690	达尼什·托合提	1
11691	热杰普·托合提	1
11692	肉孜·托合提	1
11693	肉索力·托合提	1
11694	萨比提·托合提	1
11695	萨比尔·托合提	1
11696	司的克·托合提	1
11697	斯拉木·托合提	1
11698	萨吾提·托合提	1
11699	萨依提·托合提	1
11700	苏力坦·托合提	1
11701	赛依提·托合提	1
11702	赛皮丁·托合提	1
11703	谢热甫·托合提	1
11704	鲜拜·托合提	1
11705	肖开特·托合提	1
11706	雪合拉提·托合提	1
11707	秀库尔·托合提	1
11708	西热甫·托合提	1
11709	喀迪尔·托合提	1
11710	哈尔·托合提	1
11711	哈斯木·托合提	1
11712	哈米力·托合提	1
11713	柯日木·托合提	1
11714	麦麦提·托合提	1
11715	穆台力甫·托合提	1
11716	莫敏·托合提	1
11717	乃比·托合提	1
11718	哈基姆·托合提	1
11719	艾散·托合提	1
11720	吾吐克·托合提	1
11721	吾尔凯西·托合提	1
11722	瓦热斯·托合提	1
11723	伊禅·托合提	1
11724	伊盖木拜尔迪·托合提	1
11725	伊力哈木·托合提	1
11726	亚库甫·托合提	1
11727	亚里坤·托合提	1
11728	尧勒巴斯·托合提	1
11729	阿布都·托合提	1
11730	喀日·托合提	1
11731	尼牙孜·托合提	1
11732	哈吉·托合提	1
11733	阿地力·托合提	1
11734	艾合旦木·托合提	1
11735	艾克巴尔·托合提	1
11736	塔里甫·托合提	1
